IDMascota,Timestamp,Raza,Edad,HR (bpm),Actividad (steps),GPS_Lat,GPS_Lon,Temperatura,Emoción
2004,2025-06-12 23:24:00,Whippet,1,110,194,-27.44,-40.59,28.8ºC,Confusión
2005,2025-06-12 23:25:00,Golden Retriever,9,76,135,-82.17,-19.09,28.9ºC,Tranquilo
2006,2025-06-12 23:26:00,Sphynx,17,76,95,-17.92,174.65,29.2ºC,Ansiedad
2007,2025-06-12 23:27:00,Cocker Spaniel,10,156,139,-66.53,-53.48,29.5ºC,Tristeza
2008,2025-06-12 23:28:00,Terranova,18,79,191,-27.02,52.05,23.9ºC,Ansiedad
2009,2025-06-12 23:29:00,Bengala,19,73,58,52.41,-130.53,24.4ºC,Enfadado
2010,2025-06-12 23:30:00,Caniche,7,81,164,22.75,-156.43,19.6ºC,Confusión
2011,2025-06-12 23:31:00,American Shorthair,19,111,179,-9.83,133.76,19.6ºC,Ansiedad
2012,2025-06-12 23:32:00,Bull Terrier,15,86,124,-73.47,83.06,27.3ºC,Ansiedad
2013,2025-06-12 23:33:00,Weimaraner,9,102,130,21.45,-65.7,28.3ºC,Tristeza
2014,2025-06-12 23:34:00,Beagle,10,62,177,-60.53,1.65,27.4ºC,Tranquilo
2015,2025-06-12 23:35:00,Galgo,4,147,83,-76.21,-131.13,28.0ºC,Tristeza
2016,2025-06-12 23:36:00,Manx,6,153,196,29.52,74.58,21.3ºC,Enfadado
2017,2025-06-12 23:37:00,Bengala,4,67,88,74.17,-154.68,23.6ºC,Enfadado
2018,2025-06-12 23:38:00,Labrador,5,145,62,-7.09,92.53,23.5ºC,Miedo
2019,2025-06-12 23:39:00,Pastor Alemán,9,148,182,-82.62,16.86,29.9ºC,Tristeza
2020,2025-06-12 23:40:00,Maltés,12,69,99,68.45,-79.61,29.4ºC,Ansiedad
2021,2025-06-12 23:41:00,Rottweiler,8,172,72,-77.94,130.53,25.2ºC,Tristeza
2022,2025-06-12 23:42:00,Akita,5,88,171,66.15,174.99,19.7ºC,Alerta
2023,2025-06-12 23:43:00,Galgo,11,99,169,-19.47,-88.43,21.1ºC,Relajación
2024,2025-06-12 23:44:00,American Shorthair,11,177,137,-24.23,110.25,22.4ºC,Relajación
2025,2025-06-12 23:45:00,Doberman,13,124,161,7.7,90.06,28.5ºC,Tristeza
2026,2025-06-12 23:46:00,Pug,14,175,160,82.28,88.99,20.0ºC,Tranquilo
2027,2025-06-12 23:47:00,Doberman,8,80,121,71.77,164.6,20.6ºC,Confusión
2028,2025-06-12 23:48:00,Cornish Rex,18,162,106,-5.34,-4.82,22.2ºC,Enfadado
2029,2025-06-12 23:49:00,Rottweiler,19,83,50,35.25,62.7,29.1ºC,Tristeza
2030,2025-06-12 23:50:00,Poodle,12,132,162,14.48,116.6,24.0ºC,Tranquilo
2031,2025-06-12 23:51:00,Somalí,12,119,111,34.82,-7.37,25.8ºC,Tristeza
2032,2025-06-12 23:52:00,Bull Terrier,18,167,96,59.28,-6.68,22.6ºC,Ansiedad
2033,2025-06-12 23:53:00,Dachshund,10,177,127,-83.79,-65.28,20.3ºC,Enfadado
2034,2025-06-12 23:54:00,Bull Terrier,7,85,155,-31.36,101.1,20.7ºC,Enfadado
2035,2025-06-12 23:55:00,Persa,18,68,175,82.68,67.03,27.6ºC,Tranquilo
2036,2025-06-12 23:56:00,Caniche,12,79,54,80.88,-17.59,28.7ºC,Enfadado
2037,2025-06-12 23:57:00,Border Collie,14,115,80,-87.98,-29.04,23.9ºC,Confusión
2038,2025-06-12 23:58:00,Galgo,15,158,86,-53.74,-153.87,22.3ºC,Tristeza
2039,2025-06-12 23:59:00,Akita,16,95,128,88.88,-177.66,27.7ºC,Alerta
2040,2025-06-13 00:00:00,Chihuahua,2,165,192,-1.29,10.4,26.1ºC,Tranquilo
2041,2025-06-13 00:01:00,Beagle,18,95,101,13.12,-29.7,18.5ºC,Relajación
2042,2025-06-13 00:02:00,Whippet,12,177,188,-60.04,106.57,22.2ºC,Tranquilo
2043,2025-06-13 00:03:00,Whippet,16,132,92,70.98,15.36,26.2ºC,Miedo
2044,2025-06-13 00:04:00,Pastor Alemán,13,81,89,-48.37,157.21,24.9ºC,Alerta
2045,2025-06-13 00:05:00,Akita,17,60,112,-55.86,-109.39,29.7ºC,Enfadado
2046,2025-06-13 00:06:00,Somalí,18,128,179,-48.94,176.45,28.4ºC,Miedo
2047,2025-06-13 00:07:00,Doberman,3,132,136,75.53,-72.75,18.7ºC,Alerta
2048,2025-06-13 00:08:00,Yorkshire Terrier,10,96,122,36.51,51.27,26.7ºC,Enfadado
2049,2025-06-13 00:09:00,Poodle,1,161,153,48.35,0.67,22.0ºC,Alerta
2050,2025-06-13 00:10:00,Collie,6,142,65,-22.13,-50.55,26.2ºC,Confusión
2051,2025-06-13 00:11:00,Doberman,3,131,108,73.65,-129.85,25.4ºC,Confusión
2052,2025-06-13 00:12:00,Sphynx,19,165,96,52.09,-131.46,24.0ºC,Tranquilo
2053,2025-06-13 00:13:00,Beagle,4,166,165,45.11,76.14,28.2ºC,Miedo
2054,2025-06-13 00:14:00,British Shorthair,3,155,158,84.77,-44.05,26.5ºC,Confusión
2055,2025-06-13 00:15:00,Maine Coon,8,72,58,-24.08,166.07,28.7ºC,Relajación
2056,2025-06-13 00:16:00,Scottish Fold,8,143,114,19.98,-62.77,21.4ºC,Miedo
2057,2025-06-13 00:17:00,Maine Coon,7,159,108,73.79,174.07,22.2ºC,Enfadado
2058,2025-06-13 00:18:00,American Shorthair,2,102,151,52.36,-106.05,25.5ºC,Ansiedad
2059,2025-06-13 00:19:00,Poodle,6,167,185,11.41,-142.99,29.6ºC,Tranquilo
2060,2025-06-13 00:20:00,Gran Danés,16,96,172,-76.28,-67.47,22.5ºC,Tristeza
2061,2025-06-13 00:21:00,Boxer,10,153,195,27.49,138.81,18.4ºC,Tristeza
2062,2025-06-13 00:22:00,Setter Irlandés,4,133,140,4.78,7.87,23.4ºC,Tranquilo
2063,2025-06-13 00:23:00,Boston Terrier,13,154,145,-56.85,-131.17,24.5ºC,Ansiedad
2064,2025-06-13 00:24:00,Bengala,10,84,107,68.81,-107.1,27.6ºC,Tristeza
2065,2025-06-13 00:25:00,Somalí,14,152,81,-28.22,-67.95,26.7ºC,Tranquilo
2066,2025-06-13 00:26:00,Pug,9,147,97,-20.25,32.46,29.6ºC,Tranquilo
2067,2025-06-13 00:27:00,Whippet,11,162,94,31.03,-60.34,27.4ºC,Alerta
2068,2025-06-13 00:28:00,Husky,18,80,149,-2.02,88.94,21.6ºC,Relajación
2069,2025-06-13 00:29:00,Terranova,11,100,149,-73.93,41.87,25.7ºC,Miedo
2070,2025-06-13 00:30:00,Border Collie,17,132,95,-20.26,134.58,26.1ºC,Tristeza
2071,2025-06-13 00:31:00,Golden Retriever,2,101,193,-73.0,0.35,30.0ºC,Relajación
2072,2025-06-13 00:32:00,Bull Terrier,3,101,175,-55.66,-60.78,19.7ºC,Enfadado
2073,2025-06-13 00:33:00,Doberman,11,61,95,-88.71,178.66,20.3ºC,Tranquilo
2074,2025-06-13 00:34:00,Collie,18,127,170,-57.36,-51.97,19.9ºC,Ansiedad
2075,2025-06-13 00:35:00,Sphynx,3,67,137,-30.52,-25.7,25.1ºC,Tranquilo
2076,2025-06-13 00:36:00,Cavalier King Charles,15,155,110,6.88,111.29,19.6ºC,Tristeza
2077,2025-06-13 00:37:00,Somalí,11,120,95,75.47,-148.09,25.9ºC,Relajación
2078,2025-06-13 00:38:00,Abyssinian,11,73,130,7.26,-40.86,27.6ºC,Alerta
2079,2025-06-13 00:39:00,Bull Terrier,11,172,94,37.01,-149.14,23.2ºC,Miedo
2080,2025-06-13 00:40:00,Shiba Inu,19,136,167,-25.62,-129.85,24.7ºC,Alerta
2081,2025-06-13 00:41:00,Whippet,1,80,96,45.29,-178.33,29.0ºC,Tranquilo
2082,2025-06-13 00:42:00,Labrador,5,83,72,21.68,-176.56,24.8ºC,Ansiedad
2083,2025-06-13 00:43:00,British Shorthair,10,109,110,-7.24,-43.1,20.5ºC,Enfadado
2084,2025-06-13 00:44:00,Manx,10,141,62,-55.12,111.3,22.1ºC,Miedo
2085,2025-06-13 00:45:00,Border Collie,14,104,56,-35.36,31.32,24.4ºC,Confusión
2086,2025-06-13 00:46:00,Rottweiler,2,123,190,21.77,48.57,19.9ºC,Tristeza
2087,2025-06-13 00:47:00,Yorkshire Terrier,4,123,77,-13.31,6.93,25.4ºC,Tranquilo
2088,2025-06-13 00:48:00,Siberiano,2,163,145,70.09,115.13,30.0ºC,Alerta
2089,2025-06-13 00:49:00,Gran Danés,18,85,156,-47.73,136.94,25.8ºC,Alerta
2090,2025-06-13 00:50:00,Labrador,13,91,147,-76.85,125.91,22.5ºC,Ansiedad
2091,2025-06-13 00:51:00,Maine Coon,19,167,161,16.08,112.37,22.0ºC,Alerta
2092,2025-06-13 00:52:00,Galgo,5,116,50,69.49,-114.22,29.2ºC,Tristeza
2093,2025-06-13 00:53:00,Galgo,2,178,92,-24.35,33.8,28.5ºC,Ansiedad
2094,2025-06-13 00:54:00,Collie,11,179,91,26.59,29.58,23.7ºC,Relajación
2095,2025-06-13 00:55:00,Rottweiler,18,112,144,-48.35,10.06,22.2ºC,Ansiedad
2096,2025-06-13 00:56:00,Galgo,6,92,178,10.52,-6.91,26.5ºC,Enfadado
2097,2025-06-13 00:57:00,Caniche,10,111,100,51.62,-147.9,21.8ºC,Tristeza
2098,2025-06-13 00:58:00,Husky,17,154,193,66.07,-143.22,19.4ºC,Enfadado
2099,2025-06-13 00:59:00,Labrador,11,77,64,-71.08,144.82,21.7ºC,Tristeza
2100,2025-06-13 01:00:00,Sphynx,19,94,174,-25.85,46.87,23.2ºC,Relajación
2101,2025-06-13 01:01:00,Abyssinian,17,71,136,25.14,-85.57,21.1ºC,Tranquilo
2102,2025-06-13 01:02:00,Doberman,4,110,102,-83.75,-79.45,20.6ºC,Ansiedad
2103,2025-06-13 01:03:00,Terranova,14,148,194,34.31,39.67,18.1ºC,Tristeza
2104,2025-06-13 01:04:00,Yorkshire Terrier,4,168,138,5.05,-33.5,25.6ºC,Tristeza
2105,2025-06-13 01:05:00,Cocker Spaniel,14,154,155,-38.06,-21.12,25.4ºC,Relajación
2106,2025-06-13 01:06:00,Siberiano,4,69,55,56.64,-158.17,20.3ºC,Confusión
2107,2025-06-13 01:07:00,Scottish Fold,6,170,80,-37.79,-130.05,29.3ºC,Ansiedad
2108,2025-06-13 01:08:00,Oriental,9,111,89,88.45,-38.39,22.9ºC,Miedo
2109,2025-06-13 01:09:00,Chihuahua,12,93,118,56.95,71.89,18.3ºC,Tristeza
2110,2025-06-13 01:10:00,Birmano,8,174,184,37.44,-162.71,20.6ºC,Alerta
2111,2025-06-13 01:11:00,Poodle,4,126,62,-78.96,-59.56,26.3ºC,Relajación
2112,2025-06-13 01:12:00,Caniche,5,169,53,72.78,70.23,20.4ºC,Confusión
2113,2025-06-13 01:13:00,Pastor Alemán,6,98,52,52.21,105.14,18.6ºC,Confusión
2114,2025-06-13 01:14:00,Maltés,5,67,189,-48.78,-111.52,25.4ºC,Relajación
2115,2025-06-13 01:15:00,Manx,19,155,114,-19.4,83.34,24.2ºC,Confusión
2116,2025-06-13 01:16:00,Oriental,8,166,76,-41.65,163.95,27.1ºC,Tristeza
2117,2025-06-13 01:17:00,Caniche,9,88,156,87.19,146.45,27.3ºC,Confusión
2118,2025-06-13 01:18:00,Bull Terrier,15,81,99,63.76,104.18,29.5ºC,Ansiedad
2119,2025-06-13 01:19:00,Husky,4,143,66,77.44,76.44,18.7ºC,Miedo
2120,2025-06-13 01:20:00,Husky,9,129,81,51.98,-95.35,18.5ºC,Alerta
2121,2025-06-13 01:21:00,Dálmata,7,120,66,-7.86,48.21,29.8ºC,Miedo
2122,2025-06-13 01:22:00,Weimaraner,8,102,83,-53.02,51.58,25.7ºC,Miedo
2123,2025-06-13 01:23:00,Manx,15,108,84,-52.55,-33.54,26.6ºC,Tristeza
2124,2025-06-13 01:24:00,Terranova,19,88,195,-62.7,-2.51,19.2ºC,Relajación
2125,2025-06-13 01:25:00,Bull Terrier,15,165,99,8.4,69.85,18.8ºC,Alerta
2126,2025-06-13 01:26:00,Siamés,5,179,152,75.59,162.76,19.9ºC,Tranquilo
2127,2025-06-13 01:27:00,Husky,19,140,82,88.52,-73.69,23.1ºC,Tristeza
2128,2025-06-13 01:28:00,Whippet,7,90,138,-38.29,-91.31,19.3ºC,Alerta
2129,2025-06-13 01:29:00,British Shorthair,6,112,178,35.52,36.65,23.4ºC,Confusión
2130,2025-06-13 01:30:00,Beagle,19,93,134,17.48,-132.91,24.7ºC,Tranquilo
2131,2025-06-13 01:31:00,Manx,17,97,108,-1.99,29.71,18.0ºC,Relajación
2132,2025-06-13 01:32:00,Bull Terrier,10,116,59,29.84,-148.01,19.4ºC,Relajación
2133,2025-06-13 01:33:00,Caniche,19,160,106,-23.15,-3.39,22.5ºC,Miedo
2134,2025-06-13 01:34:00,Terranova,11,63,115,80.01,43.35,18.6ºC,Ansiedad
2135,2025-06-13 01:35:00,Chihuahua,15,61,168,36.98,-154.76,19.6ºC,Confusión
2136,2025-06-13 01:36:00,Manx,10,71,161,45.76,-105.5,20.8ºC,Miedo
2137,2025-06-13 01:37:00,Sphynx,11,94,64,-46.36,-59.27,23.2ºC,Ansiedad
2138,2025-06-13 01:38:00,Husky,3,129,62,-59.66,-47.3,26.6ºC,Ansiedad
2139,2025-06-13 01:39:00,Bull Terrier,3,179,163,-19.02,63.4,19.6ºC,Confusión
2140,2025-06-13 01:40:00,Akita,18,169,167,48.0,10.45,26.9ºC,Tristeza
2141,2025-06-13 01:41:00,Maltés,11,131,191,78.98,-42.44,28.3ºC,Tranquilo
2142,2025-06-13 01:42:00,Abyssinian,18,80,163,-13.08,-17.76,25.8ºC,Enfadado
2143,2025-06-13 01:43:00,Bulldog,15,176,83,49.35,-175.33,18.5ºC,Ansiedad
2144,2025-06-13 01:44:00,Siamés,7,169,150,-5.33,97.39,23.3ºC,Alerta
2145,2025-06-13 01:45:00,Akita,10,120,74,-36.86,-165.24,25.9ºC,Tranquilo
2146,2025-06-13 01:46:00,Terranova,10,94,161,43.07,118.55,29.7ºC,Tristeza
2147,2025-06-13 01:47:00,Gran Danés,13,107,103,53.68,14.76,29.4ºC,Miedo
2148,2025-06-13 01:48:00,Scottish Fold,15,74,61,-53.49,10.01,22.7ºC,Confusión
2149,2025-06-13 01:49:00,Cornish Rex,18,130,175,-35.07,73.65,25.4ºC,Relajación
2150,2025-06-13 01:50:00,Siberiano,4,74,186,-0.94,129.44,28.7ºC,Tristeza
2151,2025-06-13 01:51:00,Manx,17,168,80,-56.43,159.35,28.0ºC,Miedo
2152,2025-06-13 01:52:00,Labrador,3,65,127,77.19,15.61,23.8ºC,Ansiedad
2153,2025-06-13 01:53:00,Pit Bull,2,170,102,16.44,-125.76,21.1ºC,Alerta
2154,2025-06-13 01:54:00,Boston Terrier,4,140,161,-68.18,136.31,19.6ºC,Miedo
2155,2025-06-13 01:55:00,Setter Irlandés,1,127,92,-56.87,-165.36,23.9ºC,Tranquilo
2156,2025-06-13 01:56:00,British Shorthair,15,81,91,81.78,110.64,26.7ºC,Confusión
2157,2025-06-13 01:57:00,Boston Terrier,1,91,173,42.87,64.95,29.6ºC,Relajación
2158,2025-06-13 01:58:00,Somalí,6,81,116,42.19,145.7,28.3ºC,Tranquilo
2159,2025-06-13 01:59:00,Whippet,7,86,115,-76.95,143.09,20.5ºC,Alerta
2160,2025-06-13 02:00:00,Boston Terrier,19,169,193,71.15,-160.86,26.6ºC,Enfadado
2161,2025-06-13 02:01:00,Dálmata,12,74,132,-10.13,39.4,21.5ºC,Relajación
2162,2025-06-13 02:02:00,Labrador,1,103,143,28.75,-135.12,26.2ºC,Confusión
2163,2025-06-13 02:03:00,Cavalier King Charles,7,174,154,82.74,-151.75,26.0ºC,Tranquilo
2164,2025-06-13 02:04:00,Pastor Alemán,19,145,193,-72.0,-18.62,21.3ºC,Tristeza
2165,2025-06-13 02:05:00,Persa,13,151,80,-3.19,-144.86,20.8ºC,Ansiedad
2166,2025-06-13 02:06:00,Akita,12,165,167,-81.07,82.04,19.2ºC,Confusión
2167,2025-06-13 02:07:00,Caniche,12,161,77,-0.08,168.82,18.6ºC,Miedo
2168,2025-06-13 02:08:00,Chihuahua,13,68,53,-44.59,25.05,28.3ºC,Alerta
2169,2025-06-13 02:09:00,American Shorthair,14,93,187,73.99,-95.34,18.6ºC,Tristeza
2170,2025-06-13 02:10:00,Collie,12,159,67,-18.27,123.55,19.1ºC,Tranquilo
2171,2025-06-13 02:11:00,Sphynx,12,132,96,24.1,127.12,20.9ºC,Relajación
2172,2025-06-13 02:12:00,Abyssinian,6,74,58,64.85,83.8,28.7ºC,Tristeza
2173,2025-06-13 02:13:00,Scottish Fold,10,121,78,87.06,41.45,22.0ºC,Tristeza
2174,2025-06-13 02:14:00,Abyssinian,9,104,193,0.69,132.41,20.3ºC,Alerta
2175,2025-06-13 02:15:00,Shih Tzu,2,143,141,-7.96,-121.21,26.6ºC,Ansiedad
2176,2025-06-13 02:16:00,Cornish Rex,7,131,198,-76.37,155.38,21.8ºC,Enfadado
2177,2025-06-13 02:17:00,Yorkshire Terrier,9,117,113,-87.71,160.99,22.0ºC,Miedo
2178,2025-06-13 02:18:00,Manx,12,151,160,19.58,133.92,26.9ºC,Miedo
2179,2025-06-13 02:19:00,Rottweiler,5,174,173,-78.22,-89.76,21.0ºC,Tristeza
2180,2025-06-13 02:20:00,Maine Coon,1,78,159,-21.53,128.94,28.8ºC,Tristeza
2181,2025-06-13 02:21:00,Somalí,15,75,167,-89.35,-0.85,24.7ºC,Ansiedad
2182,2025-06-13 02:22:00,Chihuahua,8,134,149,20.74,34.17,24.5ºC,Ansiedad
2183,2025-06-13 02:23:00,Bengala,1,165,80,-13.43,122.62,21.2ºC,Relajación
2184,2025-06-13 02:24:00,Dachshund,18,67,130,-67.14,-169.35,28.0ºC,Tranquilo
2185,2025-06-13 02:25:00,Boxer,13,92,95,-36.65,-49.34,24.9ºC,Miedo
2186,2025-06-13 02:26:00,Boston Terrier,1,133,98,12.54,113.65,19.9ºC,Relajación
2187,2025-06-13 02:27:00,Dachshund,5,77,91,28.21,113.02,20.5ºC,Ansiedad
2188,2025-06-13 02:28:00,Whippet,18,94,161,-6.78,125.53,23.6ºC,Enfadado
2189,2025-06-13 02:29:00,Akita,16,102,76,54.71,-119.08,27.4ºC,Confusión
2190,2025-06-13 02:30:00,Husky,10,109,137,-69.76,74.12,29.3ºC,Ansiedad
2191,2025-06-13 02:31:00,Collie,4,62,170,-74.78,-127.26,26.0ºC,Relajación
2192,2025-06-13 02:32:00,Pit Bull,1,163,52,-82.04,102.64,24.1ºC,Alerta
2193,2025-06-13 02:33:00,Abyssinian,8,150,109,6.45,-91.75,21.0ºC,Alerta
2194,2025-06-13 02:34:00,Setter Irlandés,5,118,128,37.12,85.61,26.1ºC,Tranquilo
2195,2025-06-13 02:35:00,Cornish Rex,2,87,194,-66.51,-16.2,29.8ºC,Tristeza
2196,2025-06-13 02:36:00,Bull Terrier,17,105,81,25.01,175.05,23.7ºC,Enfadado
2197,2025-06-13 02:37:00,Yorkshire Terrier,7,123,56,-4.15,28.76,19.9ºC,Alerta
2198,2025-06-13 02:38:00,American Shorthair,17,129,120,87.72,47.73,19.2ºC,Relajación
2199,2025-06-13 02:39:00,Collie,6,106,177,39.15,-47.46,21.2ºC,Alerta
2200,2025-06-13 02:40:00,Galgo,15,73,107,28.35,84.43,24.8ºC,Enfadado
2201,2025-06-13 02:41:00,Dálmata,5,66,161,12.68,-1.84,29.4ºC,Enfadado
2202,2025-06-13 02:42:00,Pit Bull,15,133,97,89.53,-173.5,21.6ºC,Confusión
2203,2025-06-13 02:43:00,Poodle,18,138,160,86.48,39.09,21.7ºC,Ansiedad
2204,2025-06-13 02:44:00,Bulldog,18,90,120,6.86,118.97,23.8ºC,Ansiedad
2205,2025-06-13 02:45:00,American Shorthair,6,152,124,-8.07,-94.75,29.0ºC,Relajación
2206,2025-06-13 02:46:00,Cavalier King Charles,2,165,123,-6.82,-100.42,23.0ºC,Tristeza
2207,2025-06-13 02:47:00,Bull Terrier,17,177,170,-12.9,39.2,20.7ºC,Enfadado
2208,2025-06-13 02:48:00,Boxer,4,140,104,5.65,114.47,20.0ºC,Ansiedad
2209,2025-06-13 02:49:00,Persa,12,110,90,-40.75,-90.14,23.5ºC,Miedo
2210,2025-06-13 02:50:00,Maltés,19,88,146,76.82,155.61,27.6ºC,Alerta
2211,2025-06-13 02:51:00,Setter Irlandés,2,172,197,-1.76,153.86,21.5ºC,Enfadado
2212,2025-06-13 02:52:00,Yorkshire Terrier,2,167,82,61.56,-107.81,24.2ºC,Confusión
2213,2025-06-13 02:53:00,Birmano,14,74,83,-4.45,-85.04,25.2ºC,Miedo
2214,2025-06-13 02:54:00,Shih Tzu,15,149,111,39.29,72.22,23.4ºC,Tristeza
2215,2025-06-13 02:55:00,Pit Bull,2,135,68,-29.36,162.62,20.3ºC,Tristeza
2216,2025-06-13 02:56:00,Border Collie,4,84,59,22.47,75.56,29.1ºC,Tristeza
2217,2025-06-13 02:57:00,Manx,19,120,169,-0.29,-19.84,24.8ºC,Miedo
2218,2025-06-13 02:58:00,Caniche,9,100,172,-23.92,-119.16,26.7ºC,Ansiedad
2219,2025-06-13 02:59:00,Shiba Inu,7,128,153,68.68,-14.04,25.6ºC,Tranquilo
2220,2025-06-13 03:00:00,Scottish Fold,13,63,190,-69.71,38.44,30.0ºC,Tristeza
2221,2025-06-13 03:01:00,Setter Irlandés,12,167,54,-2.35,-60.86,23.5ºC,Miedo
2222,2025-06-13 03:02:00,American Shorthair,3,171,107,-55.01,3.69,23.1ºC,Miedo
2223,2025-06-13 03:03:00,Chihuahua,13,164,108,64.99,-133.12,22.3ºC,Relajación
2224,2025-06-13 03:04:00,Maltés,15,116,177,-44.38,-17.21,22.3ºC,Alerta
2225,2025-06-13 03:05:00,Doberman,14,90,135,24.02,-147.32,21.3ºC,Tranquilo
2226,2025-06-13 03:06:00,Beagle,9,62,153,-60.2,-162.33,29.8ºC,Confusión
2227,2025-06-13 03:07:00,Yorkshire Terrier,13,176,192,-17.12,128.61,28.4ºC,Alerta
2228,2025-06-13 03:08:00,Bull Terrier,4,126,178,71.88,-106.17,21.8ºC,Relajación
2229,2025-06-13 03:09:00,Maltés,8,149,87,-60.11,27.06,21.7ºC,Relajación
2230,2025-06-13 03:10:00,Persa,3,109,156,29.38,-126.37,19.2ºC,Enfadado
2231,2025-06-13 03:11:00,Setter Irlandés,2,76,158,-53.19,-85.49,28.5ºC,Tranquilo
2232,2025-06-13 03:12:00,Galgo,19,119,102,-15.17,-49.92,22.5ºC,Alerta
2233,2025-06-13 03:13:00,Somalí,8,133,101,7.31,-128.28,24.9ºC,Ansiedad
2234,2025-06-13 03:14:00,Siamés,17,125,50,13.92,-163.45,28.8ºC,Enfadado
2235,2025-06-13 03:15:00,Pastor Alemán,13,147,60,18.45,135.78,22.9ºC,Relajación
2236,2025-06-13 03:16:00,Pit Bull,7,134,107,25.22,-175.74,27.7ºC,Tristeza
2237,2025-06-13 03:17:00,Cavalier King Charles,9,83,177,-41.08,-157.92,23.2ºC,Confusión
2238,2025-06-13 03:18:00,Cavalier King Charles,12,158,93,-17.75,109.83,26.4ºC,Miedo
2239,2025-06-13 03:19:00,Cavalier King Charles,14,146,55,-83.28,-78.48,23.2ºC,Confusión
2240,2025-06-13 03:20:00,Setter Irlandés,14,91,57,48.38,80.22,22.7ºC,Relajación
2241,2025-06-13 03:21:00,Shiba Inu,15,146,54,60.68,-127.36,29.9ºC,Tristeza
2242,2025-06-13 03:22:00,Pug,3,157,155,-54.14,-94.58,25.3ºC,Alerta
2243,2025-06-13 03:23:00,Doberman,15,164,161,-53.74,26.2,22.4ºC,Miedo
2244,2025-06-13 03:24:00,Cornish Rex,19,78,66,-82.43,175.91,21.1ºC,Confusión
2245,2025-06-13 03:25:00,Cornish Rex,14,125,58,84.67,-153.56,18.5ºC,Tristeza
2246,2025-06-13 03:26:00,Boxer,8,119,127,55.29,-35.8,26.5ºC,Tristeza
2247,2025-06-13 03:27:00,Weimaraner,5,174,63,-25.07,-164.49,22.5ºC,Ansiedad
2248,2025-06-13 03:28:00,Collie,19,125,162,-3.26,-108.28,27.9ºC,Relajación
2249,2025-06-13 03:29:00,Oriental,4,74,140,-37.45,146.69,22.4ºC,Tristeza
2250,2025-06-13 03:30:00,Golden Retriever,14,179,74,17.5,-145.27,22.5ºC,Enfadado
2251,2025-06-13 03:31:00,Beagle,16,144,147,39.12,128.47,27.4ºC,Alerta
2252,2025-06-13 03:32:00,Boxer,6,94,52,-9.47,-115.99,23.9ºC,Confusión
2253,2025-06-13 03:33:00,Chihuahua,6,128,188,67.25,130.24,28.6ºC,Enfadado
2254,2025-06-13 03:34:00,British Shorthair,3,166,161,3.06,13.69,25.1ºC,Ansiedad
2255,2025-06-13 03:35:00,Bulldog,15,86,195,-64.03,136.15,20.9ºC,Alerta
2256,2025-06-13 03:36:00,Australian Shepherd,3,147,96,22.01,-125.39,24.8ºC,Confusión
2257,2025-06-13 03:37:00,Galgo,11,66,99,-6.8,94.33,18.0ºC,Relajación
2258,2025-06-13 03:38:00,Scottish Fold,3,65,173,78.42,65.05,21.7ºC,Alerta
2259,2025-06-13 03:39:00,Birmano,10,169,139,-19.46,15.46,20.5ºC,Miedo
2260,2025-06-13 03:40:00,Dálmata,18,92,116,-17.48,111.81,25.9ºC,Confusión
2261,2025-06-13 03:41:00,Akita,1,117,51,27.14,53.38,19.6ºC,Ansiedad
2262,2025-06-13 03:42:00,Manx,16,108,196,4.86,135.74,21.5ºC,Miedo
2263,2025-06-13 03:43:00,Golden Retriever,16,76,51,-22.6,-42.82,22.0ºC,Enfadado
2264,2025-06-13 03:44:00,Abyssinian,10,169,114,88.16,32.37,18.0ºC,Confusión
2265,2025-06-13 03:45:00,Pastor Alemán,1,101,140,-35.61,133.42,18.6ºC,Miedo
2266,2025-06-13 03:46:00,American Shorthair,4,153,165,-40.04,-102.67,21.7ºC,Tristeza
2267,2025-06-13 03:47:00,Yorkshire Terrier,3,131,98,65.6,-5.13,20.7ºC,Ansiedad
2268,2025-06-13 03:48:00,Cavalier King Charles,5,99,118,-89.39,165.87,19.4ºC,Alerta
2269,2025-06-13 03:49:00,Oriental,12,105,181,-53.77,-9.5,19.8ºC,Miedo
2270,2025-06-13 03:50:00,Rottweiler,12,130,194,16.28,-88.98,28.0ºC,Tranquilo
2271,2025-06-13 03:51:00,Ragdoll,13,129,175,-60.76,-53.61,26.2ºC,Miedo
2272,2025-06-13 03:52:00,Chihuahua,12,127,102,87.44,138.63,23.8ºC,Relajación
2273,2025-06-13 03:53:00,Oriental,16,60,161,-6.44,163.76,28.9ºC,Enfadado
2274,2025-06-13 03:54:00,Shiba Inu,13,138,199,17.53,162.04,18.4ºC,Ansiedad
2275,2025-06-13 03:55:00,Abyssinian,5,154,188,-61.13,71.62,22.1ºC,Enfadado
2276,2025-06-13 03:56:00,Siberiano,4,148,162,-37.91,3.46,27.9ºC,Ansiedad
2277,2025-06-13 03:57:00,Boxer,15,170,192,20.63,-114.23,25.5ºC,Ansiedad
2278,2025-06-13 03:58:00,Weimaraner,12,156,163,8.92,-135.64,29.8ºC,Confusión
2279,2025-06-13 03:59:00,Siamés,19,111,187,51.19,-158.48,29.3ºC,Miedo
2280,2025-06-13 04:00:00,Pastor Alemán,19,94,97,-41.54,-173.62,20.0ºC,Tristeza
2281,2025-06-13 04:01:00,Cavalier King Charles,11,178,80,27.64,136.12,29.7ºC,Tranquilo
