IDAudio,IDMascota,Timestamp,Frecuencia_Max (Hz),Espectrograma (path),Emoción
V6176,2179,2025-06-13 17:26:00,451,/spectrograms/V6176.png,Dolor
V6177,1831,2025-06-13 17:26:30,522,/spectrograms/V6177.png,Dolor
V6178,603,2025-06-13 17:27:00,438,/spectrograms/V6178.png,Jugar
V6179,2801,2025-06-13 17:27:30,364,/spectrograms/V6179.png,Hambre
V6180,2807,2025-06-13 17:28:00,599,/spectrograms/V6180.png,Hambre
V6181,168,2025-06-13 17:28:30,551,/spectrograms/V6181.png,Necesita afecto
V6182,223,2025-06-13 17:29:00,391,/spectrograms/V6182.png,Necesita afecto
V6183,469,2025-06-13 17:29:30,334,/spectrograms/V6183.png,Hambre
V6184,278,2025-06-13 17:30:00,587,/spectrograms/V6184.png,Alegría
V6185,2238,2025-06-13 17:30:30,590,/spectrograms/V6185.png,Alegría
V6186,2579,2025-06-13 17:31:00,409,/spectrograms/V6186.png,Dolor
V6187,1550,2025-06-13 17:31:30,350,/spectrograms/V6187.png,Jugar
V6188,2021,2025-06-13 17:32:00,305,/spectrograms/V6188.png,Alegría
V6189,1779,2025-06-13 17:32:30,436,/spectrograms/V6189.png,Necesita afecto
V6190,621,2025-06-13 17:33:00,395,/spectrograms/V6190.png,Alegría
V6191,1214,2025-06-13 17:33:30,530,/spectrograms/V6191.png,Jugar
V6192,218,2025-06-13 17:34:00,327,/spectrograms/V6192.png,Necesita afecto
V6193,3371,2025-06-13 17:34:30,541,/spectrograms/V6193.png,Jugar
V6194,1335,2025-06-13 17:35:00,368,/spectrograms/V6194.png,Hambre
V6195,2284,2025-06-13 17:35:30,389,/spectrograms/V6195.png,Jugar
V6196,168,2025-06-13 17:36:00,456,/spectrograms/V6196.png,Jugar
V6197,2828,2025-06-13 17:36:30,456,/spectrograms/V6197.png,Jugar
V6198,2241,2025-06-13 17:37:00,453,/spectrograms/V6198.png,Necesita afecto
V6199,2290,2025-06-13 17:37:30,435,/spectrograms/V6199.png,Jugar
V6200,1186,2025-06-13 17:38:00,419,/spectrograms/V6200.png,Jugar
V6201,3948,2025-06-13 17:38:30,519,/spectrograms/V6201.png,Sed
V6202,1363,2025-06-13 17:39:00,562,/spectrograms/V6202.png,Sed
V6203,2839,2025-06-13 17:39:30,318,/spectrograms/V6203.png,Dolor
V6204,2503,2025-06-13 17:40:00,318,/spectrograms/V6204.png,Necesita afecto
V6205,3207,2025-06-13 17:40:30,495,/spectrograms/V6205.png,Sed
V6206,2241,2025-06-13 17:41:00,432,/spectrograms/V6206.png,Jugar
V6207,1426,2025-06-13 17:41:30,346,/spectrograms/V6207.png,Alegría
V6208,2440,2025-06-13 17:42:00,385,/spectrograms/V6208.png,Jugar
V6209,2649,2025-06-13 17:42:30,576,/spectrograms/V6209.png,Alegría
V6210,1066,2025-06-13 17:43:00,386,/spectrograms/V6210.png,Hambre
V6211,93,2025-06-13 17:43:30,365,/spectrograms/V6211.png,Hambre
V6212,1239,2025-06-13 17:44:00,530,/spectrograms/V6212.png,Necesita afecto
V6213,2397,2025-06-13 17:44:30,317,/spectrograms/V6213.png,Necesita afecto
V6214,513,2025-06-13 17:45:00,464,/spectrograms/V6214.png,Hambre
V6215,3407,2025-06-13 17:45:30,409,/spectrograms/V6215.png,Necesita afecto
V6216,3471,2025-06-13 17:46:00,526,/spectrograms/V6216.png,Alegría
V6217,2972,2025-06-13 17:46:30,593,/spectrograms/V6217.png,Alegría
V6218,3236,2025-06-13 17:47:00,408,/spectrograms/V6218.png,Dolor
V6219,106,2025-06-13 17:47:30,600,/spectrograms/V6219.png,Necesita afecto
V6220,1256,2025-06-13 17:48:00,393,/spectrograms/V6220.png,Necesita afecto
V6221,3040,2025-06-13 17:48:30,556,/spectrograms/V6221.png,Dolor
V6222,3630,2025-06-13 17:49:00,598,/spectrograms/V6222.png,Jugar
V6223,2765,2025-06-13 17:49:30,417,/spectrograms/V6223.png,Alegría
V6224,3605,2025-06-13 17:50:00,486,/spectrograms/V6224.png,Jugar
V6225,1201,2025-06-13 17:50:30,514,/spectrograms/V6225.png,Sed
V6226,1703,2025-06-13 17:51:00,302,/spectrograms/V6226.png,Dolor
V6227,1318,2025-06-13 17:51:30,511,/spectrograms/V6227.png,Sed
V6228,3337,2025-06-13 17:52:00,454,/spectrograms/V6228.png,Sed
V6229,2836,2025-06-13 17:52:30,433,/spectrograms/V6229.png,Necesita afecto
V6230,1876,2025-06-13 17:53:00,438,/spectrograms/V6230.png,Jugar
V6231,1544,2025-06-13 17:53:30,424,/spectrograms/V6231.png,Necesita afecto
V6232,3342,2025-06-13 17:54:00,327,/spectrograms/V6232.png,Dolor
V6233,3902,2025-06-13 17:54:30,569,/spectrograms/V6233.png,Hambre
V6234,1236,2025-06-13 17:55:00,497,/spectrograms/V6234.png,Necesita afecto
V6235,3235,2025-06-13 17:55:30,554,/spectrograms/V6235.png,Sed
V6236,2871,2025-06-13 17:56:00,455,/spectrograms/V6236.png,Sed
V6237,3629,2025-06-13 17:56:30,514,/spectrograms/V6237.png,Jugar
V6238,917,2025-06-13 17:57:00,301,/spectrograms/V6238.png,Jugar
V6239,1769,2025-06-13 17:57:30,393,/spectrograms/V6239.png,Dolor
V6240,1077,2025-06-13 17:58:00,383,/spectrograms/V6240.png,Jugar
V6241,1257,2025-06-13 17:58:30,532,/spectrograms/V6241.png,Alegría
V6242,3510,2025-06-13 17:59:00,479,/spectrograms/V6242.png,Necesita afecto
V6243,2902,2025-06-13 17:59:30,432,/spectrograms/V6243.png,Sed
V6244,2731,2025-06-13 18:00:00,437,/spectrograms/V6244.png,Alegría
V6245,3071,2025-06-13 18:00:30,566,/spectrograms/V6245.png,Dolor
V6246,1542,2025-06-13 18:01:00,522,/spectrograms/V6246.png,Sed
V6247,951,2025-06-13 18:01:30,453,/spectrograms/V6247.png,Alegría
V6248,2092,2025-06-13 18:02:00,532,/spectrograms/V6248.png,Alegría
V6249,2651,2025-06-13 18:02:30,479,/spectrograms/V6249.png,Sed
V6250,1732,2025-06-13 18:03:00,302,/spectrograms/V6250.png,Necesita afecto
V6251,1540,2025-06-13 18:03:30,348,/spectrograms/V6251.png,Necesita afecto
V6252,2681,2025-06-13 18:04:00,345,/spectrograms/V6252.png,Hambre
V6253,3647,2025-06-13 18:04:30,330,/spectrograms/V6253.png,Alegría
V6254,92,2025-06-13 18:05:00,380,/spectrograms/V6254.png,Necesita afecto
V6255,759,2025-06-13 18:05:30,580,/spectrograms/V6255.png,Alegría
V6256,731,2025-06-13 18:06:00,524,/spectrograms/V6256.png,Alegría
V6257,954,2025-06-13 18:06:30,302,/spectrograms/V6257.png,Dolor
V6258,1462,2025-06-13 18:07:00,365,/spectrograms/V6258.png,Dolor
V6259,337,2025-06-13 18:07:30,369,/spectrograms/V6259.png,Sed
V6260,3815,2025-06-13 18:08:00,368,/spectrograms/V6260.png,Alegría
V6261,1318,2025-06-13 18:08:30,319,/spectrograms/V6261.png,Dolor
V6262,700,2025-06-13 18:09:00,548,/spectrograms/V6262.png,Sed
V6263,3892,2025-06-13 18:09:30,335,/spectrograms/V6263.png,Necesita afecto
V6264,925,2025-06-13 18:10:00,374,/spectrograms/V6264.png,Alegría
V6265,2728,2025-06-13 18:10:30,591,/spectrograms/V6265.png,Dolor
V6266,3015,2025-06-13 18:11:00,311,/spectrograms/V6266.png,Necesita afecto
V6267,2312,2025-06-13 18:11:30,519,/spectrograms/V6267.png,Alegría
V6268,2153,2025-06-13 18:12:00,595,/spectrograms/V6268.png,Sed
V6269,2017,2025-06-13 18:12:30,527,/spectrograms/V6269.png,Alegría
V6270,2272,2025-06-13 18:13:00,542,/spectrograms/V6270.png,Dolor
V6271,3491,2025-06-13 18:13:30,411,/spectrograms/V6271.png,Necesita afecto
V6272,978,2025-06-13 18:14:00,504,/spectrograms/V6272.png,Alegría
V6273,115,2025-06-13 18:14:30,465,/spectrograms/V6273.png,Alegría
V6274,2939,2025-06-13 18:15:00,360,/spectrograms/V6274.png,Sed
V6275,1259,2025-06-13 18:15:30,398,/spectrograms/V6275.png,Hambre
V6276,3856,2025-06-13 18:16:00,574,/spectrograms/V6276.png,Alegría
V6277,1298,2025-06-13 18:16:30,515,/spectrograms/V6277.png,Hambre
V6278,1979,2025-06-13 18:17:00,365,/spectrograms/V6278.png,Hambre
V6279,3302,2025-06-13 18:17:30,460,/spectrograms/V6279.png,Necesita afecto
V6280,2777,2025-06-13 18:18:00,491,/spectrograms/V6280.png,Jugar
V6281,34,2025-06-13 18:18:30,355,/spectrograms/V6281.png,Sed
V6282,1412,2025-06-13 18:19:00,481,/spectrograms/V6282.png,Hambre
V6283,1733,2025-06-13 18:19:30,551,/spectrograms/V6283.png,Necesita afecto
V6284,3573,2025-06-13 18:20:00,322,/spectrograms/V6284.png,Sed
V6285,2943,2025-06-13 18:20:30,391,/spectrograms/V6285.png,Dolor
V6286,2510,2025-06-13 18:21:00,352,/spectrograms/V6286.png,Hambre
V6287,449,2025-06-13 18:21:30,424,/spectrograms/V6287.png,Jugar
V6288,2877,2025-06-13 18:22:00,310,/spectrograms/V6288.png,Dolor
V6289,1238,2025-06-13 18:22:30,312,/spectrograms/V6289.png,Sed
V6290,1070,2025-06-13 18:23:00,394,/spectrograms/V6290.png,Hambre
V6291,405,2025-06-13 18:23:30,318,/spectrograms/V6291.png,Hambre
V6292,333,2025-06-13 18:24:00,560,/spectrograms/V6292.png,Jugar
V6293,2038,2025-06-13 18:24:30,588,/spectrograms/V6293.png,Alegría
V6294,2288,2025-06-13 18:25:00,411,/spectrograms/V6294.png,Jugar
V6295,1278,2025-06-13 18:25:30,410,/spectrograms/V6295.png,Necesita afecto
V6296,228,2025-06-13 18:26:00,341,/spectrograms/V6296.png,Necesita afecto
V6297,2781,2025-06-13 18:26:30,591,/spectrograms/V6297.png,Jugar
V6298,2939,2025-06-13 18:27:00,443,/spectrograms/V6298.png,Jugar
V6299,166,2025-06-13 18:27:30,476,/spectrograms/V6299.png,Jugar
V6300,585,2025-06-13 18:28:00,551,/spectrograms/V6300.png,Jugar
V6301,737,2025-06-13 18:28:30,521,/spectrograms/V6301.png,Jugar
V6302,1535,2025-06-13 18:29:00,543,/spectrograms/V6302.png,Hambre
V6303,598,2025-06-13 18:29:30,580,/spectrograms/V6303.png,Sed
V6304,593,2025-06-13 18:30:00,334,/spectrograms/V6304.png,Sed
V6305,2775,2025-06-13 18:30:30,585,/spectrograms/V6305.png,Dolor
V6306,1700,2025-06-13 18:31:00,324,/spectrograms/V6306.png,Necesita afecto
V6307,1414,2025-06-13 18:31:30,471,/spectrograms/V6307.png,Necesita afecto
V6308,3824,2025-06-13 18:32:00,496,/spectrograms/V6308.png,Sed
V6309,1447,2025-06-13 18:32:30,354,/spectrograms/V6309.png,Sed
V6310,925,2025-06-13 18:33:00,316,/spectrograms/V6310.png,Dolor
V6311,3483,2025-06-13 18:33:30,338,/spectrograms/V6311.png,Jugar
V6312,3653,2025-06-13 18:34:00,348,/spectrograms/V6312.png,Sed
V6313,649,2025-06-13 18:34:30,433,/spectrograms/V6313.png,Sed
V6314,1688,2025-06-13 18:35:00,305,/spectrograms/V6314.png,Dolor
V6315,447,2025-06-13 18:35:30,467,/spectrograms/V6315.png,Jugar
V6316,3475,2025-06-13 18:36:00,300,/spectrograms/V6316.png,Necesita afecto
V6317,97,2025-06-13 18:36:30,477,/spectrograms/V6317.png,Sed
V6318,2427,2025-06-13 18:37:00,414,/spectrograms/V6318.png,Alegría
V6319,2718,2025-06-13 18:37:30,440,/spectrograms/V6319.png,Necesita afecto
V6320,3258,2025-06-13 18:38:00,311,/spectrograms/V6320.png,Necesita afecto
V6321,1704,2025-06-13 18:38:30,486,/spectrograms/V6321.png,Alegría
V6322,1268,2025-06-13 18:39:00,562,/spectrograms/V6322.png,Dolor
V6323,631,2025-06-13 18:39:30,437,/spectrograms/V6323.png,Hambre
V6324,2756,2025-06-13 18:40:00,465,/spectrograms/V6324.png,Jugar
V6325,503,2025-06-13 18:40:30,586,/spectrograms/V6325.png,Jugar
V6326,288,2025-06-13 18:41:00,346,/spectrograms/V6326.png,Necesita afecto
V6327,369,2025-06-13 18:41:30,327,/spectrograms/V6327.png,Alegría
V6328,65,2025-06-13 18:42:00,429,/spectrograms/V6328.png,Necesita afecto
V6329,162,2025-06-13 18:42:30,383,/spectrograms/V6329.png,Necesita afecto
V6330,2645,2025-06-13 18:43:00,432,/spectrograms/V6330.png,Sed
V6331,2975,2025-06-13 18:43:30,483,/spectrograms/V6331.png,Dolor
V6332,2619,2025-06-13 18:44:00,460,/spectrograms/V6332.png,Jugar
V6333,3022,2025-06-13 18:44:30,437,/spectrograms/V6333.png,Hambre
V6334,1818,2025-06-13 18:45:00,327,/spectrograms/V6334.png,Alegría
V6335,662,2025-06-13 18:45:30,510,/spectrograms/V6335.png,Hambre
V6336,3490,2025-06-13 18:46:00,353,/spectrograms/V6336.png,Alegría
V6337,481,2025-06-13 18:46:30,422,/spectrograms/V6337.png,Jugar
V6338,1657,2025-06-13 18:47:00,422,/spectrograms/V6338.png,Dolor
V6339,2317,2025-06-13 18:47:30,456,/spectrograms/V6339.png,Hambre
V6340,1791,2025-06-13 18:48:00,453,/spectrograms/V6340.png,Alegría
V6341,2784,2025-06-13 18:48:30,465,/spectrograms/V6341.png,Necesita afecto
V6342,567,2025-06-13 18:49:00,551,/spectrograms/V6342.png,Jugar
V6343,3720,2025-06-13 18:49:30,321,/spectrograms/V6343.png,Dolor
V6344,3262,2025-06-13 18:50:00,561,/spectrograms/V6344.png,Sed
V6345,406,2025-06-13 18:50:30,502,/spectrograms/V6345.png,Necesita afecto
V6346,765,2025-06-13 18:51:00,521,/spectrograms/V6346.png,Dolor
V6347,3561,2025-06-13 18:51:30,364,/spectrograms/V6347.png,Alegría
V6348,3384,2025-06-13 18:52:00,511,/spectrograms/V6348.png,Necesita afecto
V6349,3668,2025-06-13 18:52:30,509,/spectrograms/V6349.png,Sed
V6350,1941,2025-06-13 18:53:00,382,/spectrograms/V6350.png,Sed
V6351,866,2025-06-13 18:53:30,402,/spectrograms/V6351.png,Dolor
V6352,3761,2025-06-13 18:54:00,329,/spectrograms/V6352.png,Jugar
V6353,1118,2025-06-13 18:54:30,478,/spectrograms/V6353.png,Hambre
V6354,2438,2025-06-13 18:55:00,366,/spectrograms/V6354.png,Sed
V6355,2595,2025-06-13 18:55:30,387,/spectrograms/V6355.png,Sed
V6356,3483,2025-06-13 18:56:00,582,/spectrograms/V6356.png,Hambre
V6357,1236,2025-06-13 18:56:30,569,/spectrograms/V6357.png,Necesita afecto
V6358,3710,2025-06-13 18:57:00,391,/spectrograms/V6358.png,Jugar
V6359,3441,2025-06-13 18:57:30,392,/spectrograms/V6359.png,Jugar
V6360,742,2025-06-13 18:58:00,569,/spectrograms/V6360.png,Dolor
V6361,3240,2025-06-13 18:58:30,414,/spectrograms/V6361.png,Necesita afecto
V6362,3086,2025-06-13 18:59:00,594,/spectrograms/V6362.png,Jugar
V6363,2634,2025-06-13 18:59:30,526,/spectrograms/V6363.png,Dolor
V6364,3636,2025-06-13 19:00:00,304,/spectrograms/V6364.png,Jugar
V6365,2922,2025-06-13 19:00:30,533,/spectrograms/V6365.png,Necesita afecto
V6366,3279,2025-06-13 19:01:00,322,/spectrograms/V6366.png,Jugar
V6367,1832,2025-06-13 19:01:30,405,/spectrograms/V6367.png,Jugar
V6368,43,2025-06-13 19:02:00,420,/spectrograms/V6368.png,Jugar
V6369,2928,2025-06-13 19:02:30,450,/spectrograms/V6369.png,Hambre
V6370,1466,2025-06-13 19:03:00,319,/spectrograms/V6370.png,Alegría
V6371,1539,2025-06-13 19:03:30,569,/spectrograms/V6371.png,Necesita afecto
V6372,911,2025-06-13 19:04:00,525,/spectrograms/V6372.png,Hambre
V6373,607,2025-06-13 19:04:30,479,/spectrograms/V6373.png,Alegría
V6374,1419,2025-06-13 19:05:00,552,/spectrograms/V6374.png,Sed
V6375,2286,2025-06-13 19:05:30,420,/spectrograms/V6375.png,Jugar
V6376,1703,2025-06-13 19:06:00,420,/spectrograms/V6376.png,Jugar
V6377,3603,2025-06-13 19:06:30,556,/spectrograms/V6377.png,Hambre
V6378,719,2025-06-13 19:07:00,431,/spectrograms/V6378.png,Dolor
V6379,2790,2025-06-13 19:07:30,555,/spectrograms/V6379.png,Necesita afecto
V6380,2452,2025-06-13 19:08:00,582,/spectrograms/V6380.png,Alegría
V6381,214,2025-06-13 19:08:30,438,/spectrograms/V6381.png,Jugar
V6382,3640,2025-06-13 19:09:00,411,/spectrograms/V6382.png,Necesita afecto
V6383,2894,2025-06-13 19:09:30,555,/spectrograms/V6383.png,Jugar
V6384,3446,2025-06-13 19:10:00,369,/spectrograms/V6384.png,Jugar
V6385,132,2025-06-13 19:10:30,311,/spectrograms/V6385.png,Jugar
V6386,2057,2025-06-13 19:11:00,528,/spectrograms/V6386.png,Necesita afecto
V6387,1767,2025-06-13 19:11:30,395,/spectrograms/V6387.png,Hambre
V6388,153,2025-06-13 19:12:00,359,/spectrograms/V6388.png,Necesita afecto
V6389,2479,2025-06-13 19:12:30,447,/spectrograms/V6389.png,Necesita afecto
V6390,483,2025-06-13 19:13:00,567,/spectrograms/V6390.png,Sed
V6391,2021,2025-06-13 19:13:30,366,/spectrograms/V6391.png,Dolor
V6392,305,2025-06-13 19:14:00,318,/spectrograms/V6392.png,Dolor
V6393,3995,2025-06-13 19:14:30,330,/spectrograms/V6393.png,Hambre
V6394,2332,2025-06-13 19:15:00,388,/spectrograms/V6394.png,Dolor
V6395,2520,2025-06-13 19:15:30,553,/spectrograms/V6395.png,Hambre
V6396,2017,2025-06-13 19:16:00,530,/spectrograms/V6396.png,Jugar
V6397,993,2025-06-13 19:16:30,590,/spectrograms/V6397.png,Jugar
V6398,2238,2025-06-13 19:17:00,437,/spectrograms/V6398.png,Necesita afecto
V6399,1552,2025-06-13 19:17:30,400,/spectrograms/V6399.png,Jugar
V6400,2560,2025-06-13 19:18:00,559,/spectrograms/V6400.png,Dolor
V6401,343,2025-06-13 19:18:30,525,/spectrograms/V6401.png,Alegría
V6402,3502,2025-06-13 19:19:00,504,/spectrograms/V6402.png,Necesita afecto
V6403,715,2025-06-13 19:19:30,360,/spectrograms/V6403.png,Hambre
V6404,1710,2025-06-13 19:20:00,513,/spectrograms/V6404.png,Jugar
V6405,2728,2025-06-13 19:20:30,535,/spectrograms/V6405.png,Necesita afecto
V6406,3923,2025-06-13 19:21:00,389,/spectrograms/V6406.png,Necesita afecto
V6407,1058,2025-06-13 19:21:30,488,/spectrograms/V6407.png,Necesita afecto
V6408,471,2025-06-13 19:22:00,412,/spectrograms/V6408.png,Jugar
V6409,3466,2025-06-13 19:22:30,555,/spectrograms/V6409.png,Hambre
V6410,741,2025-06-13 19:23:00,497,/spectrograms/V6410.png,Necesita afecto
V6411,3567,2025-06-13 19:23:30,347,/spectrograms/V6411.png,Necesita afecto
V6412,513,2025-06-13 19:24:00,585,/spectrograms/V6412.png,Necesita afecto
V6413,3394,2025-06-13 19:24:30,352,/spectrograms/V6413.png,Sed
V6414,1139,2025-06-13 19:25:00,410,/spectrograms/V6414.png,Jugar
V6415,3286,2025-06-13 19:25:30,530,/spectrograms/V6415.png,Sed
V6416,3838,2025-06-13 19:26:00,509,/spectrograms/V6416.png,Dolor
V6417,2193,2025-06-13 19:26:30,306,/spectrograms/V6417.png,Hambre
V6418,559,2025-06-13 19:27:00,330,/spectrograms/V6418.png,Necesita afecto
V6419,792,2025-06-13 19:27:30,313,/spectrograms/V6419.png,Sed
V6420,1202,2025-06-13 19:28:00,408,/spectrograms/V6420.png,Necesita afecto
V6421,1749,2025-06-13 19:28:30,550,/spectrograms/V6421.png,Sed
V6422,360,2025-06-13 19:29:00,368,/spectrograms/V6422.png,Necesita afecto
V6423,285,2025-06-13 19:29:30,559,/spectrograms/V6423.png,Jugar
V6424,3317,2025-06-13 19:30:00,409,/spectrograms/V6424.png,Dolor
V6425,2813,2025-06-13 19:30:30,446,/spectrograms/V6425.png,Necesita afecto
V6426,3278,2025-06-13 19:31:00,333,/spectrograms/V6426.png,Sed
V6427,2632,2025-06-13 19:31:30,402,/spectrograms/V6427.png,Necesita afecto
V6428,1758,2025-06-13 19:32:00,409,/spectrograms/V6428.png,Jugar
V6429,3414,2025-06-13 19:32:30,519,/spectrograms/V6429.png,Hambre
V6430,2775,2025-06-13 19:33:00,511,/spectrograms/V6430.png,Hambre
V6431,1384,2025-06-13 19:33:30,511,/spectrograms/V6431.png,Dolor
V6432,1523,2025-06-13 19:34:00,586,/spectrograms/V6432.png,Hambre
V6433,1165,2025-06-13 19:34:30,525,/spectrograms/V6433.png,Necesita afecto
V6434,3008,2025-06-13 19:35:00,392,/spectrograms/V6434.png,Jugar
V6435,1692,2025-06-13 19:35:30,582,/spectrograms/V6435.png,Necesita afecto
V6436,1246,2025-06-13 19:36:00,476,/spectrograms/V6436.png,Necesita afecto
V6437,1413,2025-06-13 19:36:30,404,/spectrograms/V6437.png,Dolor
V6438,1354,2025-06-13 19:37:00,506,/spectrograms/V6438.png,Hambre
V6439,743,2025-06-13 19:37:30,450,/spectrograms/V6439.png,Hambre
V6440,1417,2025-06-13 19:38:00,338,/spectrograms/V6440.png,Hambre
V6441,2702,2025-06-13 19:38:30,377,/spectrograms/V6441.png,Sed
V6442,358,2025-06-13 19:39:00,455,/spectrograms/V6442.png,Necesita afecto
V6443,3466,2025-06-13 19:39:30,365,/spectrograms/V6443.png,Jugar
V6444,1953,2025-06-13 19:40:00,350,/spectrograms/V6444.png,Jugar
V6445,2635,2025-06-13 19:40:30,328,/spectrograms/V6445.png,Necesita afecto
V6446,40,2025-06-13 19:41:00,494,/spectrograms/V6446.png,Alegría
V6447,2950,2025-06-13 19:41:30,535,/spectrograms/V6447.png,Necesita afecto
V6448,2321,2025-06-13 19:42:00,521,/spectrograms/V6448.png,Sed
V6449,3492,2025-06-13 19:42:30,471,/spectrograms/V6449.png,Hambre
V6450,3142,2025-06-13 19:43:00,595,/spectrograms/V6450.png,Necesita afecto
V6451,2877,2025-06-13 19:43:30,506,/spectrograms/V6451.png,Sed
V6452,2671,2025-06-13 19:44:00,590,/spectrograms/V6452.png,Alegría
V6453,458,2025-06-13 19:44:30,479,/spectrograms/V6453.png,Necesita afecto
V6454,1969,2025-06-13 19:45:00,481,/spectrograms/V6454.png,Hambre
V6455,2282,2025-06-13 19:45:30,347,/spectrograms/V6455.png,Dolor
V6456,197,2025-06-13 19:46:00,476,/spectrograms/V6456.png,Jugar
V6457,1875,2025-06-13 19:46:30,564,/spectrograms/V6457.png,Alegría
V6458,1735,2025-06-13 19:47:00,446,/spectrograms/V6458.png,Dolor
V6459,3581,2025-06-13 19:47:30,564,/spectrograms/V6459.png,Jugar
V6460,2584,2025-06-13 19:48:00,364,/spectrograms/V6460.png,Dolor
V6461,3891,2025-06-13 19:48:30,564,/spectrograms/V6461.png,Necesita afecto
V6462,938,2025-06-13 19:49:00,496,/spectrograms/V6462.png,Necesita afecto
V6463,2195,2025-06-13 19:49:30,411,/spectrograms/V6463.png,Jugar
V6464,2622,2025-06-13 19:50:00,477,/spectrograms/V6464.png,Jugar
V6465,3531,2025-06-13 19:50:30,562,/spectrograms/V6465.png,Necesita afecto
V6466,3139,2025-06-13 19:51:00,301,/spectrograms/V6466.png,Necesita afecto
V6467,30,2025-06-13 19:51:30,511,/spectrograms/V6467.png,Sed
V6468,2155,2025-06-13 19:52:00,451,/spectrograms/V6468.png,Jugar
V6469,1702,2025-06-13 19:52:30,474,/spectrograms/V6469.png,Jugar
V6470,390,2025-06-13 19:53:00,387,/spectrograms/V6470.png,Sed
V6471,2927,2025-06-13 19:53:30,381,/spectrograms/V6471.png,Jugar
V6472,2454,2025-06-13 19:54:00,377,/spectrograms/V6472.png,Hambre
V6473,1145,2025-06-13 19:54:30,501,/spectrograms/V6473.png,Sed
V6474,3083,2025-06-13 19:55:00,525,/spectrograms/V6474.png,Hambre
V6475,2632,2025-06-13 19:55:30,458,/spectrograms/V6475.png,Necesita afecto
V6476,347,2025-06-13 19:56:00,322,/spectrograms/V6476.png,Hambre
V6477,3325,2025-06-13 19:56:30,314,/spectrograms/V6477.png,Alegría
V6478,2845,2025-06-13 19:57:00,592,/spectrograms/V6478.png,Necesita afecto
V6479,119,2025-06-13 19:57:30,328,/spectrograms/V6479.png,Alegría
V6480,3959,2025-06-13 19:58:00,386,/spectrograms/V6480.png,Dolor
V6481,520,2025-06-13 19:58:30,427,/spectrograms/V6481.png,Alegría
V6482,1239,2025-06-13 19:59:00,333,/spectrograms/V6482.png,Dolor
V6483,2781,2025-06-13 19:59:30,420,/spectrograms/V6483.png,Alegría
V6484,2128,2025-06-13 20:00:00,552,/spectrograms/V6484.png,Dolor
V6485,2467,2025-06-13 20:00:30,516,/spectrograms/V6485.png,Dolor
V6486,584,2025-06-13 20:01:00,381,/spectrograms/V6486.png,Necesita afecto
V6487,2760,2025-06-13 20:01:30,457,/spectrograms/V6487.png,Jugar
V6488,1709,2025-06-13 20:02:00,319,/spectrograms/V6488.png,Jugar
V6489,1313,2025-06-13 20:02:30,541,/spectrograms/V6489.png,Necesita afecto
V6490,2282,2025-06-13 20:03:00,433,/spectrograms/V6490.png,Dolor
V6491,2309,2025-06-13 20:03:30,397,/spectrograms/V6491.png,Jugar
V6492,1982,2025-06-13 20:04:00,362,/spectrograms/V6492.png,Jugar
V6493,2981,2025-06-13 20:04:30,455,/spectrograms/V6493.png,Alegría
V6494,2705,2025-06-13 20:05:00,303,/spectrograms/V6494.png,Hambre
V6495,1046,2025-06-13 20:05:30,412,/spectrograms/V6495.png,Necesita afecto
V6496,2126,2025-06-13 20:06:00,329,/spectrograms/V6496.png,Hambre
V6497,742,2025-06-13 20:06:30,510,/spectrograms/V6497.png,Dolor
V6498,672,2025-06-13 20:07:00,368,/spectrograms/V6498.png,Alegría
V6499,3086,2025-06-13 20:07:30,509,/spectrograms/V6499.png,Jugar
V6500,1772,2025-06-13 20:08:00,491,/spectrograms/V6500.png,Sed
V6501,3220,2025-06-13 20:08:30,451,/spectrograms/V6501.png,Alegría
V6502,1686,2025-06-13 20:09:00,497,/spectrograms/V6502.png,Necesita afecto
V6503,2078,2025-06-13 20:09:30,580,/spectrograms/V6503.png,Dolor
V6504,2486,2025-06-13 20:10:00,448,/spectrograms/V6504.png,Alegría
V6505,1697,2025-06-13 20:10:30,421,/spectrograms/V6505.png,Alegría
V6506,3845,2025-06-13 20:11:00,393,/spectrograms/V6506.png,Alegría
V6507,3602,2025-06-13 20:11:30,313,/spectrograms/V6507.png,Jugar
V6508,63,2025-06-13 20:12:00,506,/spectrograms/V6508.png,Dolor
V6509,1454,2025-06-13 20:12:30,424,/spectrograms/V6509.png,Jugar
V6510,3207,2025-06-13 20:13:00,352,/spectrograms/V6510.png,Alegría
V6511,157,2025-06-13 20:13:30,456,/spectrograms/V6511.png,Jugar
V6512,2617,2025-06-13 20:14:00,455,/spectrograms/V6512.png,Jugar
V6513,2991,2025-06-13 20:14:30,537,/spectrograms/V6513.png,Necesita afecto
V6514,777,2025-06-13 20:15:00,509,/spectrograms/V6514.png,Hambre
V6515,2302,2025-06-13 20:15:30,538,/spectrograms/V6515.png,Hambre
V6516,3055,2025-06-13 20:16:00,372,/spectrograms/V6516.png,Necesita afecto
V6517,3259,2025-06-13 20:16:30,556,/spectrograms/V6517.png,Necesita afecto
V6518,1904,2025-06-13 20:17:00,406,/spectrograms/V6518.png,Sed
V6519,2921,2025-06-13 20:17:30,316,/spectrograms/V6519.png,Jugar
V6520,3451,2025-06-13 20:18:00,511,/spectrograms/V6520.png,Sed
V6521,1351,2025-06-13 20:18:30,438,/spectrograms/V6521.png,Jugar
